Id,MSSubClass,LotFrontage,LotArea,LotShape,LandContour,Utilities,LotConfig,LandSlope,Neighborhood,BldgType,HouseStyle,OverallQual,OverallCond,YearBuilt,YearRemodAdd,RoofStyle,RoofMatl,Exterior1st,Exterior2nd,MasVnrType,MasVnrArea,ExterQual,ExterCond,Foundation,BsmtQual,BsmtCond,BsmtExposure,BsmtFinType1,BsmtFinSF1,BsmtFinType2,BsmtFinSF2,BsmtUnfSF,TotalBsmtSF,Heating,HeatingQC,CentralAir,Electrical,1stFlrSF,2ndFlrSF,LowQualFinSF,GrLivArea,BsmtFullBath,BsmtHalfBath,FullBath,HalfBath,BedroomAbvGr,KitchenAbvGr,KitchenQual,TotRmsAbvGrd,Functional,Fireplaces,FireplaceQu,GarageType,GarageQual,PavedDrive,WoodDeckSF,OpenPorchSF,EnclosedPorch,3SsnPorch,ScreenPorch,PoolArea,MoSold,YrSold,SaleCondition,SalePrice
262,60,69,9588,ir1,lvl,allpub,inside,gtl,collgcr,1fam,2story,8,5,2007,2007,gable,compshg,cemntbd,cmentbd,stone,270,gd,gd,pconc,Ex,TA,No,Unf,0,Unf,0,1482,1482,GasA,Ex,Y,SBrkr,1482,1092,0,2574,0,0,2,1,3,1,Ex,10,Typ,1,Gd,BuiltIn,TA,Y,0,148,0,0,0,0,11,2007,1,276000
709,60,65,9018,ir1,lvl,allpub,inside,gtl,gilbert,1fam,2story,7,5,2007,2007,hip,compshg,vinylsd,vinylsd,none,0,gd,gd,pconc,Gd,TA,Av,Unf,0,Unf,0,728,728,GasA,Ex,Y,SBrkr,728,728,0,1456,0,0,2,1,3,1,Gd,8,Typ,1,Gd,Attchd,TA,Y,100,24,0,0,0,0,7,2007,1,179540
1227,60,86,14598,ir1,lvl,allpub,culdsac,gtl,somerst,1fam,2story,6,5,2007,2007,gable,compshg,vinylsd,vinylsd,stone,74,gd,gd,pconc,Gd,TA,Mn,Unf,0,Unf,0,894,894,GasA,Ex,Y,SBrkr,894,1039,0,1933,0,0,2,1,4,1,Gd,9,Typ,1,Gd,BuiltIn,TA,Y,100,18,0,0,0,0,1,2008,1,214000
1299,60,313,63887,ir3,bnk,allpub,corner,gtl,edwards,1fam,2story,10,5,2008,2008,hip,clytile,stucco,stucco,stone,796,ex,ex,pconc,Ex,TA,Gd,GLQ,5644,Unf,0,466,6110,GasA,Ex,Y,SBrkr,4692,950,0,5642,2,0,2,1,3,1,Ex,12,Typ,3,Gd,Attchd,TA,Y,214,292,0,0,0,480,1,2008,1,160000
573,60,83,13159,ir1,hls,allpub,corner,gtl,timber,1fam,2story,7,5,2009,2009,gable,compshg,vinylsd,vinylsd,none,0,ta,ta,pconc,Ex,TA,Av,Unf,0,Unf,0,846,846,GasA,Gd,Y,SBrkr,846,846,0,1692,0,0,2,1,3,1,Gd,6,Typ,0,NA,Attchd,TA,Y,208,114,0,0,0,0,7,2009,1,224500
158,60,92,12003,reg,lvl,allpub,corner,gtl,timber,1fam,2story,8,5,2009,2010,gable,compshg,vinylsd,vinylsd,brkface,84,gd,gd,pconc,Ex,TA,No,Unf,0,Unf,0,774,774,GasA,Ex,Y,SBrkr,774,1194,0,1968,0,0,2,1,4,1,Ex,8,Typ,1,Gd,BuiltIn,TA,Y,0,75,0,0,0,0,5,2010,1,269500
566,70,66,6858,reg,bnk,allpub,corner,gtl,swisu,1fam,2story,6,4,1915,1950,gable,compshg,wd sdng,wd sdng,none,0,ta,ta,pconc,Gd,TA,No,Unf,0,Unf,0,806,806,GasA,TA,N,FuseF,841,806,0,1647,1,0,1,1,4,1,Fa,6,Typ,0,NA,Detchd,TA,Y,0,66,136,0,0,0,5,2010,1,128000
1264,70,60,13515,reg,lvl,allpub,inside,gtl,brkside,1fam,2story,6,6,1919,1950,gambrel,compshg,wd sdng,wd sdng,none,0,ta,ta,pconc,TA,TA,No,Unf,0,Unf,0,764,764,GasA,Ex,Y,FuseA,1060,764,0,1824,0,0,1,0,3,1,TA,8,Typ,1,Gd,Detchd,TA,N,0,0,126,0,0,0,7,2007,1,180500
808,70,144,21384,reg,lvl,allpub,inside,gtl,brkside,1fam,2story,5,6,1923,2004,gable,compshg,wd sdng,wd sdng,none,0,ta,ta,cblock,TA,TA,Gd,GLQ,1309,Unf,0,15,1324,GasA,Ex,Y,SBrkr,1072,504,0,1576,2,0,1,1,3,1,Gd,6,Typ,1,TA,Attchd,TA,Y,0,312,0,0,0,0,5,2009,1,223500
1013,70,55,10592,reg,lvl,allpub,inside,gtl,crawfor,1fam,2story,6,7,1923,1996,hip,compshg,wd sdng,wd sdng,none,0,ta,ta,pconc,TA,Fa,No,Unf,0,Unf,0,602,602,GasA,TA,Y,SBrkr,900,602,0,1502,0,0,1,1,3,1,Gd,7,Typ,2,TA,Detchd,TA,Y,96,0,112,0,53,0,8,2007,1,165000
1245,70,0,11435,ir1,hls,allpub,corner,mod,crawfor,1fam,2story,8,7,1929,1950,gable,compshg,brkface,stucco,none,0,ta,ta,pconc,Gd,TA,No,Unf,0,Unf,0,792,792,GasA,Fa,Y,SBrkr,792,725,0,1517,0,0,1,0,3,1,Gd,7,Typ,2,Gd,Detchd,TA,Y,0,0,0,0,0,0,6,2006,1,230000
191,70,70,10570,reg,bnk,allpub,inside,mod,crawfor,1fam,2story,8,8,1932,1994,hip,compshg,brkface,brkface,none,0,gd,gd,cblock,Gd,Gd,No,Rec,297,Unf,0,556,853,GasA,TA,Y,SBrkr,1549,1178,0,2727,0,0,2,1,3,1,Gd,10,Maj1,2,TA,Detchd,TA,Y,0,74,0,0,0,0,12,2007,1,315000
464,70,74,11988,ir1,hls,allpub,inside,mod,crawfor,1fam,2story,6,7,1934,1995,hip,compshg,stucco,stucco,none,0,ta,ta,cblock,TA,TA,No,LwQ,326,Unf,0,389,715,GasA,Fa,Y,FuseA,849,811,0,1660,0,0,1,1,3,1,TA,6,Typ,1,Gd,Detchd,TA,Y,0,0,0,0,0,0,8,2008,1,188700
1169,70,120,13728,reg,lvl,allpub,corner,gtl,edwards,1fam,2story,6,7,1935,1986,hip,compshg,stucco,stucco,none,0,ta,ta,cblock,TA,TA,No,Rec,626,Unf,0,501,1127,GasA,Ex,Y,SBrkr,1236,872,0,2108,0,0,2,0,4,1,Gd,7,Typ,2,TA,Basment,TA,Y,0,0,0,0,90,0,7,2008,1,235000
462,70,60,7200,reg,lvl,allpub,inside,gtl,swisu,1fam,2story,7,9,1936,2007,gable,compshg,wd sdng,wd sdng,none,0,gd,gd,pconc,Gd,Gd,No,ALQ,350,BLQ,210,0,560,GasA,Ex,Y,SBrkr,575,560,0,1135,1,0,1,0,3,1,Gd,6,Typ,0,NA,Detchd,TA,Y,256,0,0,0,0,0,4,2009,1,155000
940,70,0,24090,reg,lvl,allpub,inside,gtl,clearcr,1fam,2story,7,7,1940,1950,gable,compshg,metalsd,metalsd,none,0,ta,ta,cblock,TA,TA,Mn,Unf,0,Unf,0,1032,1032,GasA,Ex,Y,SBrkr,1207,1196,0,2403,0,0,2,0,4,1,TA,10,Typ,2,TA,Attchd,TA,Y,56,0,318,0,0,0,6,2010,1,244400
652,70,60,9084,reg,lvl,allpub,inside,gtl,edwards,1fam,2story,4,5,1940,1950,gable,compshg,metalsd,metalsd,none,0,ta,ta,cblock,TA,TA,Mn,Unf,0,Unf,0,755,755,GasA,TA,Y,SBrkr,755,755,0,1510,1,0,1,0,4,1,TA,7,Typ,1,Gd,Detchd,Fa,P,120,0,0,0,0,0,10,2009,1,108000
1076,70,75,13125,reg,lvl,allpub,inside,gtl,crawfor,1fam,2story,7,6,1940,1984,gable,compshg,wd sdng,wd sdng,none,0,ta,ta,cblock,TA,TA,No,BLQ,410,Unf,0,390,800,GasA,TA,Y,SBrkr,960,780,0,1740,0,0,1,1,3,1,TA,6,Typ,2,Gd,Attchd,TA,Y,0,0,0,0,0,0,7,2007,1,219500
1148,70,75,12000,reg,bnk,allpub,inside,gtl,crawfor,1fam,2story,7,7,1941,1950,gable,compshg,metalsd,metalsd,none,0,ta,ta,cblock,TA,TA,No,Rec,275,Unf,0,429,704,GasA,Ex,Y,SBrkr,860,704,0,1564,0,0,1,1,3,1,Fa,7,Typ,1,Gd,Attchd,TA,Y,0,0,0,0,0,0,7,2009,1,174500
468,70,79,9480,reg,lvl,allpub,inside,gtl,names,1fam,2story,5,7,1942,1995,gable,compshg,metalsd,metalsd,stone,224,ta,ta,cblock,TA,TA,No,LwQ,386,Unf,0,342,728,GasA,Ex,Y,SBrkr,888,756,0,1644,0,0,1,1,3,1,Gd,7,Typ,2,Gd,Attchd,TA,Y,168,0,0,0,0,0,6,2007,1,146500
1302,70,0,7500,ir1,bnk,allpub,inside,gtl,crawfor,1fam,2story,6,7,1942,1950,gable,compshg,wd sdng,wd sdng,none,0,ta,ta,cblock,TA,TA,No,BLQ,547,Unf,0,224,771,GasA,Fa,Y,SBrkr,753,741,0,1494,0,0,1,0,3,1,Gd,7,Typ,2,Gd,Attchd,TA,P,0,0,0,0,224,0,11,2009,1,177500
115,70,61,7259,ir1,lvl,allpub,inside,mod,crawfor,1fam,2story,6,8,1945,2002,gambrel,compshg,wd sdng,wd sdng,none,0,ta,ta,cblock,TA,TA,No,ALQ,774,LwQ,150,104,1028,GasA,Ex,Y,SBrkr,1436,884,0,2320,1,0,2,1,3,1,Gd,9,Typ,1,TA,Detchd,TA,Y,224,0,0,0,0,0,7,2007,1,259500
884,75,60,6204,reg,bnk,allpub,inside,gtl,swisu,1fam,2.5fin,4,5,1912,1950,gable,compshg,wd sdng,wd sdng,none,0,gd,gd,pconc,TA,Fa,No,Unf,0,Unf,0,795,795,GasA,TA,N,SBrkr,954,795,481,2230,1,0,1,0,5,1,TA,10,Typ,0,NA,Detchd,TA,Y,0,188,0,0,0,0,3,2006,1,118500
198,75,174,25419,reg,lvl,allpub,corner,gtl,names,1fam,2story,8,4,1918,1990,gable,compshg,stucco,stucco,none,0,gd,gd,pconc,TA,TA,No,GLQ,1036,LwQ,184,140,1360,GasA,Gd,Y,SBrkr,1360,1360,392,3112,1,1,2,0,4,1,Gd,8,Typ,1,Ex,Detchd,TA,Y,0,16,552,0,0,512,3,2006,1,235000
268,75,60,8400,reg,bnk,allpub,inside,mod,swisu,1fam,2.5fin,5,8,1939,1997,gable,compshg,wd sdng,wd sdng,none,0,ta,ta,pconc,TA,TA,No,LwQ,378,Unf,0,342,720,GasA,Ex,Y,SBrkr,1052,720,420,2192,0,0,2,1,4,1,Gd,8,Typ,1,Gd,Detchd,TA,Y,262,24,0,0,0,0,7,2008,1,179500
853,75,53,7128,reg,lvl,allpub,inside,gtl,crawfor,1fam,2.5unf,7,5,1941,1950,gable,compshg,metalsd,metalsd,none,0,ta,ta,cblock,TA,TA,No,Rec,364,Unf,0,554,918,GasA,Gd,Y,SBrkr,918,728,0,1646,0,0,2,0,4,1,TA,7,Typ,2,Gd,Detchd,TA,Y,0,0,0,0,126,0,8,2007,1,164000
55,80,60,7134,reg,bnk,allpub,inside,mod,names,1fam,slvl,5,5,1955,1955,gable,compshg,metalsd,metalsd,none,0,ta,ta,cblock,TA,TA,No,ALQ,384,Unf,0,0,384,GasA,TA,Y,SBrkr,1360,0,0,1360,0,0,1,0,3,1,TA,6,Min1,1,TA,Detchd,TA,Y,0,50,0,0,0,0,2,2007,1,130000
1372,80,80,9600,reg,lvl,allpub,inside,gtl,names,1fam,slvl,6,6,1955,1996,hip,compshg,asbshng,asbshng,none,0,ta,ta,cblock,TA,TA,Av,BLQ,831,Unf,0,161,992,GasA,Gd,Y,SBrkr,1661,0,0,1661,1,0,1,0,3,1,Gd,8,Typ,1,TA,BuiltIn,TA,Y,0,28,0,0,178,0,10,2008,1,165500
628,80,80,9600,reg,lvl,allpub,inside,gtl,names,1fam,slvl,6,6,1955,1972,gable,compshg,asbshng,asbshng,brkface,164,ta,ta,cblock,TA,TA,Av,BLQ,674,LwQ,132,350,1156,GasA,Ex,Y,SBrkr,1520,0,0,1520,1,0,1,0,3,1,TA,7,Typ,2,Gd,Basment,TA,Y,0,0,189,0,0,0,3,2010,1,153000
1226,80,65,10482,reg,lvl,allpub,inside,gtl,names,1fam,slvl,6,8,1958,1958,hip,compshg,vinylsd,vinylsd,brkface,63,ta,ta,cblock,TA,TA,Av,GLQ,507,Unf,0,81,588,GasA,Ex,Y,SBrkr,1138,0,0,1138,0,1,1,0,3,1,TA,6,Typ,0,NA,Attchd,TA,Y,224,0,0,0,0,0,6,2007,1,145000
1119,80,85,13825,reg,lvl,allpub,inside,gtl,sawyer,1fam,slvl,5,6,1958,1987,gable,compshg,metalsd,metalsd,none,0,ta,ta,cblock,TA,TA,No,Unf,0,Unf,0,533,533,GasA,TA,Y,SBrkr,1021,580,0,1601,0,1,1,0,3,1,TA,6,Min2,0,NA,BuiltIn,TA,Y,280,34,0,0,0,0,12,2008,1,140000
359,80,92,6930,ir1,lvl,allpub,inside,gtl,clearcr,1fam,slvl,5,4,1958,1958,hip,compshg,wd sdng,imstucc,brkface,120,ta,ta,cblock,TA,TA,Av,BLQ,300,Rec,294,468,1062,GasA,Ex,Y,FuseF,1352,0,0,1352,0,1,1,0,3,1,Gd,6,Min2,0,NA,BuiltIn,TA,Y,168,0,294,0,0,0,7,2006,1,130000
947,80,70,8163,reg,lvl,allpub,inside,gtl,names,1fam,slvl,5,6,1959,1959,gable,compshg,hdboard,hdboard,brkface,128,ta,ta,cblock,TA,TA,Av,ALQ,748,BLQ,294,102,1144,GasA,TA,Y,SBrkr,1144,0,0,1144,1,0,1,0,3,1,TA,6,Typ,1,TA,Attchd,TA,Y,86,0,0,0,0,0,3,2006,1,143000
1274,80,124,11512,ir1,lvl,allpub,corner,gtl,edwards,1fam,slvl,6,7,1959,2006,gable,compshg,plywood,plywood,brkface,84,ta,ta,cblock,TA,TA,Av,ALQ,719,Unf,0,300,1019,GasA,Gd,Y,SBrkr,1357,0,0,1357,1,0,1,0,2,1,Ex,5,Typ,1,Gd,Basment,TA,Y,0,0,0,0,163,0,5,2008,1,177000
1230,80,70,7910,reg,lvl,allpub,inside,gtl,names,1fam,slvl,5,5,1960,1960,hip,compshg,brkface,hdboard,none,0,ta,ta,cblock,TA,TA,No,ALQ,666,Unf,0,409,1075,GasA,Gd,Y,SBrkr,1507,0,0,1507,0,0,2,0,4,1,TA,7,Maj1,0,NA,Basment,TA,Y,0,0,0,0,0,0,8,2008,1,127000
261,80,120,19296,reg,lvl,allpub,corner,gtl,names,1fam,slvl,6,5,1962,1962,gable,compshg,wd sdng,wd sdng,brkface,399,ta,ta,cblock,TA,TA,Gd,Rec,672,ALQ,690,0,1362,GasA,TA,Y,SBrkr,1382,0,0,1382,1,0,1,0,3,1,TA,6,Typ,1,TA,Attchd,TA,Y,0,0,252,0,0,0,5,2009,1,176000
368,80,101,9150,ir1,lvl,allpub,corner,gtl,names,1fam,slvl,6,5,1962,1962,gable,tar&grv,plywood,plywood,brkface,305,ta,ta,cblock,Gd,TA,Gd,GLQ,371,Unf,0,728,1099,GasA,Gd,Y,SBrkr,1431,0,0,1431,0,1,1,0,3,1,TA,6,Typ,1,Gd,Basment,TA,Y,64,110,0,0,0,0,12,2008,1,165000
744,80,70,12886,ir1,lvl,allpub,inside,gtl,sawyer,1fam,slvl,5,6,1963,1999,gable,compshg,hdboard,hdboard,none,0,ta,ta,cblock,Gd,TA,Av,ALQ,444,Unf,0,76,520,GasA,Ex,Y,SBrkr,1464,0,0,1464,0,1,2,0,3,1,TA,6,Min2,1,TA,Attchd,TA,Y,302,0,0,0,100,0,10,2009,1,175000
254,80,85,9350,reg,lvl,allpub,inside,gtl,names,1fam,slvl,6,7,1964,1991,hip,compshg,hdboard,hdboard,brkface,108,ta,ta,cblock,Gd,TA,Gd,LwQ,270,ALQ,580,452,1302,GasA,Ex,Y,SBrkr,1302,0,0,1302,0,1,2,0,3,1,Gd,7,Min1,0,NA,Attchd,TA,Y,333,0,0,0,0,0,10,2007,1,158000
1291,80,0,14112,ir1,lvl,allpub,corner,gtl,names,1fam,slvl,5,7,1964,1964,hip,compshg,wd sdng,hdboard,brkface,86,ta,ta,pconc,TA,TA,Av,GLQ,1014,Unf,0,138,1152,GasA,TA,Y,SBrkr,1152,0,0,1152,1,0,1,0,3,1,TA,6,Typ,1,Gd,Attchd,TA,Y,227,0,0,0,0,0,4,2010,1,180500
630,80,82,9020,reg,lvl,allpub,corner,gtl,names,1fam,slvl,6,5,1964,1964,gable,wdshngl,plywood,wd sdng,brkface,259,ta,ta,cblock,TA,TA,Gd,GLQ,624,Rec,336,288,1248,GasA,TA,Y,SBrkr,1350,0,0,1350,1,0,1,1,3,1,TA,6,Typ,0,NA,Attchd,TA,Y,176,0,0,0,0,0,6,2008,1,168500
854,80,0,12095,ir1,lvl,allpub,corner,gtl,names,1fam,slvl,6,6,1964,1964,gable,compshg,metalsd,hdboard,brkface,115,ta,ta,cblock,TA,TA,Gd,Rec,564,Unf,0,563,1127,GasA,TA,Y,SBrkr,1445,0,0,1445,0,0,1,1,3,1,TA,7,Typ,1,Fa,Attchd,TA,Y,180,0,0,0,0,0,8,2009,1,158000
1157,80,85,9350,reg,lvl,allpub,inside,gtl,names,1fam,slvl,5,8,1965,1999,gable,compshg,brkface,brkface,none,0,ta,ta,pconc,TA,TA,Gd,ALQ,633,Unf,0,586,1219,GasA,Gd,Y,SBrkr,1265,0,0,1265,0,1,2,0,3,1,Gd,6,Typ,1,Gd,Attchd,TA,Y,0,92,0,96,0,0,10,2008,1,179900
1214,80,0,10246,ir1,lvl,allpub,culdsac,gtl,sawyer,1fam,slvl,4,9,1965,2001,gable,compshg,vinylsd,vinylsd,none,0,ta,ta,cblock,TA,Gd,Av,GLQ,648,Unf,0,0,648,GasA,Ex,Y,SBrkr,960,0,0,960,1,1,0,0,0,1,TA,3,Typ,0,NA,Attchd,TA,Y,88,0,0,0,0,0,5,2006,1,145000
1424,80,0,19690,ir1,lvl,allpub,culdsac,gtl,edwards,1fam,slvl,6,7,1966,1966,flat,tar&grv,plywood,plywood,none,0,gd,gd,cblock,Gd,TA,Av,Unf,0,Unf,0,697,697,GasA,TA,Y,SBrkr,1575,626,0,2201,0,0,2,0,4,1,Gd,8,Typ,1,Gd,Attchd,Gd,Y,586,236,0,0,0,738,8,2006,1,274970
809,80,85,13400,reg,lvl,allpub,inside,gtl,names,1fam,slvl,5,5,1966,1966,gable,compshg,vinylsd,vinylsd,brkface,1047,ta,ta,cblock,TA,TA,Av,ALQ,516,BLQ,128,380,1024,GasA,TA,Y,SBrkr,1086,0,0,1086,1,0,1,0,3,1,TA,6,Typ,1,Gd,Attchd,TA,Y,0,0,0,0,0,0,6,2006,1,159950
843,80,82,9020,reg,lvl,allpub,inside,gtl,names,1fam,slvl,6,7,1966,1966,gable,compshg,hdboard,hdboard,brkface,183,ta,ta,cblock,TA,TA,Gd,Rec,312,ALQ,539,276,1127,GasA,TA,Y,SBrkr,1165,0,0,1165,1,0,1,1,3,1,TA,6,Typ,0,NA,Attchd,Gd,Y,0,129,0,0,0,0,5,2008,1,174900
578,80,96,11777,ir1,lvl,allpub,inside,gtl,sawyer,1fam,slvl,5,6,1966,1966,gable,compshg,vinylsd,vinylsd,brkface,97,ta,ta,cblock,TA,TA,Av,LwQ,328,ALQ,551,285,1164,GasA,Ex,Y,SBrkr,1320,0,0,1320,1,0,1,0,3,1,TA,6,Typ,2,Fa,Attchd,TA,Y,160,68,240,0,0,0,5,2006,1,164500
807,80,75,9750,reg,lvl,allpub,inside,gtl,names,1fam,slvl,5,5,1967,1967,gable,compshg,vinylsd,vinylsd,none,0,ta,ta,pconc,TA,TA,Av,ALQ,400,Rec,480,100,980,GasA,Gd,Y,SBrkr,980,0,0,980,0,0,2,0,3,1,TA,6,Typ,0,NA,Attchd,TA,Y,68,0,0,0,0,0,10,2006,1,135500
1278,80,0,17871,ir1,lvl,allpub,culdsac,gtl,nwames,1fam,slvl,6,5,1967,1976,gable,compshg,hdboard,hdboard,brkface,359,ta,ta,cblock,Gd,TA,Av,ALQ,528,Unf,0,1152,1680,GasA,Fa,Y,SBrkr,1724,0,0,1724,1,0,1,1,3,1,TA,7,Typ,1,Gd,Attchd,TA,Y,0,0,0,0,0,0,6,2009,1,197900
325,80,96,11275,reg,lvl,allpub,corner,gtl,names,1fam,slvl,7,7,1967,2007,mansard,wdshake,wd sdng,wd sdng,brkface,300,gd,gd,cblock,Gd,TA,No,Unf,0,Unf,0,710,710,GasA,Ex,Y,SBrkr,1898,1080,0,2978,0,0,2,1,5,1,Gd,11,Typ,1,Gd,BuiltIn,TA,Y,240,0,0,0,0,0,6,2010,1,242000
1356,80,102,10192,ir1,lvl,allpub,inside,gtl,nwames,1fam,slvl,7,6,1968,1992,gable,compshg,metalsd,metalsd,brkface,143,ta,ta,cblock,TA,TA,No,Unf,0,Unf,0,570,570,GasA,Gd,Y,SBrkr,1222,698,0,1920,0,0,3,0,4,1,Gd,8,Typ,1,TA,Attchd,TA,Y,0,98,0,0,0,0,9,2006,1,170000
121,80,0,21453,ir1,low,allpub,culdsac,sev,clearcr,1fam,slvl,6,5,1969,1969,flat,metal,plywood,plywood,none,0,ta,ta,cblock,TA,TA,Gd,ALQ,938,Unf,0,0,938,GasA,Ex,Y,SBrkr,988,0,0,988,1,0,1,0,1,1,TA,4,Typ,2,TA,Attchd,TA,Y,0,130,0,130,0,0,10,2006,1,180000
575,80,70,10500,reg,lvl,allpub,fr2,gtl,names,1fam,slvl,5,7,1971,2005,gambrel,compshg,metalsd,asphshn,brkface,82,ta,ta,cblock,TA,TA,Av,ALQ,349,Unf,0,23,372,GasA,TA,Y,SBrkr,576,533,0,1109,0,1,1,0,3,1,TA,5,Typ,0,NA,BuiltIn,TA,Y,35,0,0,0,0,0,12,2007,1,139000
819,80,80,8816,reg,lvl,allpub,inside,gtl,clearcr,1fam,slvl,6,7,1971,1971,gable,compshg,hdboard,hdboard,brkface,80,ta,ta,cblock,TA,TA,Av,GLQ,504,Unf,0,506,1010,GasA,Gd,Y,SBrkr,1052,0,0,1052,1,0,1,0,3,1,TA,6,Typ,0,NA,Attchd,TA,Y,0,0,0,0,0,0,6,2010,1,155000
517,80,0,10448,ir1,lvl,allpub,corner,gtl,nwames,1fam,slvl,6,6,1972,1972,gable,compshg,hdboard,hdboard,brkface,333,ta,ta,cblock,TA,TA,No,Unf,0,Unf,0,689,689,GasA,TA,Y,SBrkr,1378,741,0,2119,0,0,2,1,3,1,TA,7,Typ,1,TA,Attchd,TA,Y,0,104,0,0,0,0,8,2009,1,158000
388,80,72,7200,reg,lvl,allpub,inside,gtl,edwards,1fam,slvl,6,6,1976,1976,hip,compshg,metalsd,metalsd,brkface,255,ta,ta,cblock,TA,TA,Av,ALQ,631,Unf,0,410,1041,GasA,Ex,Y,SBrkr,1125,0,0,1125,1,0,1,0,3,1,TA,6,Typ,1,Fa,Detchd,TA,Y,296,0,0,0,0,0,10,2009,1,125000
1248,80,0,12328,ir1,lvl,allpub,inside,gtl,mitchel,1fam,slvl,6,5,1976,1976,gable,compshg,hdboard,hdboard,brkface,335,ta,ta,cblock,TA,TA,Av,GLQ,539,Unf,0,473,1012,GasA,TA,Y,SBrkr,1034,0,0,1034,1,0,1,0,3,1,TA,6,Typ,0,NA,Attchd,TA,Y,0,0,0,0,0,0,5,2010,1,169900
792,80,0,11333,ir1,lvl,allpub,corner,gtl,mitchel,1fam,slvl,6,5,1976,1976,gable,compshg,hdboard,hdboard,none,0,ta,ta,pconc,Gd,TA,Av,ALQ,539,Unf,0,490,1029,GasA,TA,Y,SBrkr,1062,0,0,1062,1,0,1,0,3,1,TA,5,Typ,2,TA,Attchd,TA,Y,120,0,0,0,0,0,5,2007,1,146800
850,80,80,9600,reg,lvl,allpub,fr2,gtl,veenker,1fam,slvl,6,7,1976,1994,hip,compshg,plywood,plywood,brkface,360,gd,gd,cblock,TA,TA,No,Unf,0,Unf,0,528,528,GasA,Ex,Y,SBrkr,1094,761,0,1855,0,0,2,1,3,1,TA,7,Typ,1,TA,Attchd,TA,Y,113,100,0,0,0,0,8,2007,1,187000
1332,80,55,10780,ir1,lvl,allpub,inside,gtl,collgcr,1fam,slvl,5,5,1976,1976,gable,compshg,metalsd,metalsd,none,0,ta,ta,cblock,TA,TA,Av,ALQ,483,Unf,0,428,911,GasA,Gd,Y,SBrkr,954,0,0,954,0,0,1,0,3,1,TA,6,Typ,0,NA,Detchd,TA,Y,0,0,0,0,0,0,7,2006,1,132500
773,80,94,7819,reg,lvl,allpub,inside,gtl,edwards,1fam,slvl,6,5,1976,1976,gable,compshg,plywood,plywood,none,0,ta,ta,cblock,TA,TA,Av,ALQ,422,BLQ,127,480,1029,GasA,TA,Y,SBrkr,1117,0,0,1117,1,0,1,0,3,1,TA,6,Typ,1,TA,Detchd,TA,Y,144,0,0,0,0,0,3,2010,1,107000
263,80,88,8471,ir1,lvl,allpub,corner,gtl,sawyer,1fam,slvl,6,7,1977,1995,gable,compshg,hdboard,plywood,brkface,46,ta,ta,cblock,Gd,Gd,Av,ALQ,506,Unf,0,0,506,GasA,TA,Y,SBrkr,1212,0,0,1212,1,0,1,0,3,1,TA,6,Typ,1,TA,Attchd,TA,Y,292,12,0,0,0,0,7,2006,1,151000
1171,80,76,9880,reg,lvl,allpub,inside,gtl,mitchel,1fam,slvl,6,6,1977,1977,gable,compshg,plywood,plywood,none,0,ta,ta,cblock,TA,TA,Av,ALQ,522,Unf,0,574,1096,GasA,TA,Y,SBrkr,1118,0,0,1118,1,0,1,0,3,1,TA,6,Typ,1,Po,Attchd,TA,Y,203,0,0,0,0,576,7,2008,1,171000
1006,80,65,8385,reg,lvl,allpub,inside,gtl,collgcr,1fam,slvl,5,8,1977,1977,gable,compshg,hdboard,hdboard,brkface,220,gd,gd,cblock,Gd,Gd,Av,GLQ,595,Unf,0,390,985,GasA,TA,Y,SBrkr,985,0,0,985,0,0,2,0,3,1,TA,6,Typ,0,NA,Attchd,TA,Y,210,0,0,0,0,0,11,2008,1,149900
612,80,0,10395,ir1,lvl,allpub,fr2,gtl,nwames,1fam,slvl,6,6,1978,1978,gable,compshg,hdboard,hdboard,brkface,233,ta,ta,cblock,Gd,TA,Av,ALQ,605,Unf,0,427,1032,GasA,TA,Y,SBrkr,1032,0,0,1032,0,1,2,0,3,1,TA,6,Typ,1,TA,Attchd,TA,Y,0,0,0,0,0,0,7,2007,1,148000
857,80,0,10970,ir1,low,allpub,inside,mod,collgcr,1fam,slvl,6,6,1978,1978,gable,compshg,plywood,hdboard,none,0,ta,ta,cblock,Gd,Gd,Gd,GLQ,505,LwQ,435,0,940,GasA,TA,Y,SBrkr,1026,0,0,1026,1,0,1,0,3,1,TA,5,Typ,0,NA,Detchd,TA,Y,0,0,34,0,0,0,10,2008,1,147000
1165,80,0,16157,ir1,lvl,allpub,fr2,gtl,veenker,1fam,slvl,5,7,1978,1978,gable,compshg,plywood,plywood,none,0,ta,ta,pconc,Gd,TA,Gd,ALQ,680,Rec,391,289,1360,GasA,Ex,Y,SBrkr,1432,0,0,1432,1,0,1,1,2,1,Gd,5,Typ,1,TA,Attchd,TA,Y,168,180,0,0,0,0,6,2007,1,194000
320,80,0,14115,reg,lvl,allpub,inside,gtl,nwames,1fam,slvl,7,5,1980,1980,gable,compshg,plywood,plywood,brkface,225,ta,ta,cblock,Gd,TA,Av,GLQ,1036,Unf,0,336,1372,GasA,TA,Y,SBrkr,1472,0,0,1472,1,0,2,0,3,1,TA,6,Typ,2,TA,Attchd,TA,Y,233,48,0,0,0,0,6,2009,1,187500
